trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2722,False,"{'a': 0.4, 'e': 0.20826069683263726}",20,1,0.8932207560950438,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
2723,False,"{'a': 0.4, 'e': 0.20777163414436023}",20,14,12.08332361570162,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2724,False,"{'a': 0.4, 'e': 0.20728251951317553}",20,9,2.9215226597545434,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
2725,False,"{'a': 0.4, 'e': 0.20679335306136226}",25,7,-31.852859750635883,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
2726,False,"{'a': 0.4, 'e': 0.2063041349112118}",30,18,22.677219807948678,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2727,False,"{'a': 0.4, 'e': 0.2058148651850287}",20,8,11.472556633149807,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.4, 'e': 0.20532554400513015}",25,20,9.158906633857725,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2729,False,"{'a': 0.4, 'e': 0.2048361714938469}",20,7,-0.1304054625585711,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
2730,False,"{'a': 0.4, 'e': 0.2043467477735218}",30,14,10.928110705664999,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
2731,False,"{'a': 0.4, 'e': 0.20385727296651085}",20,8,16.604730805191892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 0.4, 'e': 0.2033677471951825}",30,19,20.67336715850442,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 0.4, 'e': 0.20287817058191862}",20,10,3.7350787298610335,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
2734,False,"{'a': 0.4, 'e': 0.20238854324911318}",20,8,-2.8537453228864313,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2735,False,"{'a': 0.4, 'e': 0.20189886531917295}",20,9,7.132977812497925,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2736,False,"{'a': 0.4, 'e': 0.20140913691451723}",20,9,19.147759148266214,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 0.4, 'e': 0.20091935815757855}",25,15,18.39014216934736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2738,False,"{'a': 0.4, 'e': 0.2004295291708014}",30,17,23.587516336315794,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2739,False,"{'a': 0.4, 'e': 0.19993965007664297}",30,15,28.78054707515235,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2740,False,"{'a': 0.4, 'e': 0.19944972099757285}",25,18,16.773204469938786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2741,False,"{'a': 0.4, 'e': 0.19895974205607375}",25,20,10.421127894749908,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2742,False,"{'a': 0.4, 'e': 0.19846971337464017}",20,10,12.32173394050923,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2743,False,"{'a': 0.4, 'e': 0.19797963507577926}",25,14,22.995565224876923,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2744,False,"{'a': 0.4, 'e': 0.19748950728201042}",25,15,21.802377273184494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2745,False,"{'a': 0.4, 'e': 0.19699933011586598}",25,16,-26.037121329105815,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2746,False,"{'a': 0.4, 'e': 0.19650910369989005}",20,13,7.625905639268932,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2747,False,"{'a': 0.4, 'e': 0.19601882815663924}",25,3,2.5677511284223984,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
2748,False,"{'a': 0.4, 'e': 0.19552850360868218}",20,12,3.2262067596794037,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2749,False,"{'a': 0.4, 'e': 0.19503813017860044}",30,12,-29.335748049043037,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
2750,False,"{'a': 0.4, 'e': 0.19454770798898718}",30,18,12.04151818383447,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2751,False,"{'a': 0.4, 'e': 0.19405723716244794}",20,11,7.844251040880386,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2752,False,"{'a': 0.4, 'e': 0.1935667178216002}",30,16,18.298647933447423,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2753,False,"{'a': 0.4, 'e': 0.19307615008907422}",20,8,13.103387191850068,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2754,False,"{'a': 0.4, 'e': 0.19258553408751172}",30,6,37.56558627632707,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
2755,False,"{'a': 0.4, 'e': 0.19209486993956673}",30,12,23.706053756387952,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 0.4, 'e': 0.19160415776790501}",30,18,11.370764697932378,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2757,False,"{'a': 0.4, 'e': 0.19111339769520508}",25,0,35.71078042020997,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
2758,False,"{'a': 0.4, 'e': 0.19062258984415673}",20,0,28.505008690607884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2759,False,"{'a': 0.4, 'e': 0.1901317343374619}",30,19,20.97839422148708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2760,False,"{'a': 0.4, 'e': 0.18964083129783424}",25,10,27.601306563261247,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2761,False,"{'a': 0.4, 'e': 0.189149880848}",25,13,11.616796396669024,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2762,False,"{'a': 0.4, 'e': 0.1886588831106965}",20,14,9.95367917263645,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2763,False,"{'a': 0.4, 'e': 0.18816783820867322}",20,7,13.194364832829951,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2764,False,"{'a': 0.4, 'e': 0.18767674626469114}",20,10,-25.173819503803976,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2765,False,"{'a': 0.4, 'e': 0.18718560740152368}",35,13,-21.05062778671205,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
2766,False,"{'a': 0.4, 'e': 0.18669442174195536}",20,8,20.716753092836356,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2767,False,"{'a': 0.4, 'e': 0.18620318940878258}",25,11,19.478143108360605,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2768,False,"{'a': 0.4, 'e': 0.1857119105248132}",25,17,17.01916193900069,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2769,False,"{'a': 0.4, 'e': 0.18522058521286736}",20,12,3.501491367178703,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2770,False,"{'a': 0.4, 'e': 0.1847292135957762}",25,13,-2.8073733251035558,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
2771,False,"{'a': 0.4, 'e': 0.1842377957963826}",25,17,-26.739977914475872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2772,False,"{'a': 0.4, 'e': 0.18374633193754078}",20,16,7.503184642852881,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2773,False,"{'a': 0.4, 'e': 0.18325482214211716}",25,11,13.65941403315656,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2774,False,"{'a': 0.4, 'e': 0.18276326653298897}",30,10,30.870519717729216,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2775,False,"{'a': 0.4, 'e': 0.18227166523304508}",20,6,23.457848810904597,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2776,False,"{'a': 0.4, 'e': 0.18178001836518562}",25,16,16.386611676949208,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2777,False,"{'a': 0.4, 'e': 0.18128832605232273}",25,12,26.45623291210665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2778,False,"{'a': 0.4, 'e': 0.18079658841737925}",25,14,8.340280124228286,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2779,False,"{'a': 0.4, 'e': 0.18030480558328965}",20,4,15.625630518054074,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2780,False,"{'a': 0.4, 'e': 0.17981297767299934}",20,9,22.163955539284935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2781,False,"{'a': 0.4, 'e': 0.17932110480946578}",20,5,24.228416765718467,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2782,False,"{'a': 0.4, 'e': 0.17882918711565696}",25,13,20.510214410850768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2783,False,"{'a': 0.4, 'e': 0.1783372247145523}",35,14,2.8164392539975487,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
2784,False,"{'a': 0.4, 'e': 0.17784521772914214}",20,4,-58.17211943014212,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
2785,False,"{'a': 0.4, 'e': 0.17735316628242873}",20,13,11.103112358412258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2786,False,"{'a': 0.4, 'e': 0.17686107049742464}",25,19,10.814888423419637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2787,False,"{'a': 0.4, 'e': 0.17636893049715385}",25,17,2.5229566490007125,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2788,False,"{'a': 0.4, 'e': 0.17587674640465115}",20,8,10.275629156251528,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2789,False,"{'a': 0.4, 'e': 0.17538451834296298}",25,13,17.85219930556115,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2790,False,"{'a': 0.4, 'e': 0.17489224643514614}",20,4,14.114715400000879,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
2791,False,"{'a': 0.4, 'e': 0.1743999308042686}",30,19,19.64843752648056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2792,False,"{'a': 0.4, 'e': 0.17390757157340905}",20,7,-40.71211433520268,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
2793,False,"{'a': 0.4, 'e': 0.17341516886565772}",25,7,-16.322152775794017,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
2794,False,"{'a': 0.4, 'e': 0.17292272280411508}",30,3,-44.55464787106657,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 2}",1
2795,False,"{'a': 0.4, 'e': 0.17243023351189266}",20,12,16.80477872578357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2796,False,"{'a': 0.4, 'e': 0.1719377011121125}",30,21,11.754306185570087,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2797,False,"{'a': 0.4, 'e': 0.17144512572790824}",20,7,-28.7715307516788,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
2798,False,"{'a': 0.4, 'e': 0.17095250748242338}",25,13,14.71906901313696,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2799,False,"{'a': 0.4, 'e': 0.17045984649881257}",30,8,44.70810601816632,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2800,False,"{'a': 0.4, 'e': 0.16996714290024081}",30,2,-28.263610748321128,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
2801,False,"{'a': 0.4, 'e': 0.1694743968098844}",25,11,22.46590220877962,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2802,False,"{'a': 0.4, 'e': 0.1689816083509297}",20,6,22.95778567359907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2803,False,"{'a': 0.4, 'e': 0.16848877764657377}",20,15,10.184399726507202,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2804,False,"{'a': 0.4, 'e': 0.1679959048200241}",25,13,-1.2820237488588901,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
2805,False,"{'a': 0.4, 'e': 0.1675029899944993}",20,12,15.294059503230196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2806,False,"{'a': 0.4, 'e': 0.16701003329322792}",30,11,-18.999377436375806,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
2807,False,"{'a': 0.4, 'e': 0.16651703483944905}",30,2,-33.1462779565494,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 1}",1
2808,False,"{'a': 0.4, 'e': 0.1660239947564121}",25,11,14.493870067076337,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2809,False,"{'a': 0.4, 'e': 0.16553091316737759}",25,20,11.53548982137847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2810,False,"{'a': 0.4, 'e': 0.16503779019561562}",20,9,16.92121923883698,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2811,False,"{'a': 0.4, 'e': 0.16454462596440697}",20,0,-3.800684360068562,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
2812,False,"{'a': 0.4, 'e': 0.16405142059704247}",25,18,12.7220252619894,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2813,False,"{'a': 0.4, 'e': 0.1635581742168239}",20,6,20.882870063099954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2814,False,"{'a': 0.4, 'e': 0.16306488694706261}",20,12,8.1089870886449,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2815,False,"{'a': 0.4, 'e': 0.16257155891108044}",20,9,1.7321613808916323,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
2816,False,"{'a': 0.4, 'e': 0.1620781902322094}",20,11,15.265094867211165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2817,False,"{'a': 0.4, 'e': 0.1615847810337914}",25,13,21.066861259105977,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2818,False,"{'a': 0.4, 'e': 0.16109133143917923}",20,10,19.833045739776146,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2819,False,"{'a': 0.4, 'e': 0.160597841571735}",20,2,15.32268360064579,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
2820,False,"{'a': 0.4, 'e': 0.16010431155483126}",20,10,19.919787124534412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2821,False,"{'a': 0.4, 'e': 0.15961074151185023}",30,20,10.945089320418688,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2822,False,"{'a': 0.4, 'e': 0.15911713156618487}",25,15,-22.79745828221034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2823,False,"{'a': 0.4, 'e': 0.15862348184123745}",20,13,13.757426594434211,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2824,False,"{'a': 0.4, 'e': 0.1581297924604204}",20,13,11.651334412251828,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2825,False,"{'a': 0.4, 'e': 0.1576360635471558}",30,15,11.539526372326984,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
2826,False,"{'a': 0.4, 'e': 0.1571422952248764}",20,16,6.340869006277555,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2827,False,"{'a': 0.4, 'e': 0.15664848761702402}",20,9,21.828832417363504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2828,False,"{'a': 0.4, 'e': 0.15615464084705052}",25,14,-23.14535700547127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
2829,False,"{'a': 0.4, 'e': 0.15566075503841742}",20,6,26.607422889861777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2830,False,"{'a': 0.4, 'e': 0.15516683031459658}",25,8,26.431064332412582,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2831,False,"{'a': 0.4, 'e': 0.15467286679906897}",20,0,32.29613715814192,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2832,False,"{'a': 0.4, 'e': 0.15417886461532546}",30,18,15.824823192069271,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2833,False,"{'a': 0.4, 'e': 0.15368482388686638}",30,10,22.133485895418076,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2834,False,"{'a': 0.4, 'e': 0.15319074473720237}",35,25,19.548862647425317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2835,False,"{'a': 0.4, 'e': 0.15269662728985295}",25,11,27.307528807820965,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2836,False,"{'a': 0.4, 'e': 0.15220247166834752}",20,8,22.856105185401635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2837,False,"{'a': 0.4, 'e': 0.15170827799622474}",20,16,9.574028542311407,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2838,False,"{'a': 0.4, 'e': 0.15121404639703348}",25,19,12.967148344268953,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2839,False,"{'a': 0.4, 'e': 0.1507197769943314}",20,13,11.6757336428819,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2840,False,"{'a': 0.4, 'e': 0.15022546991168584}",20,15,0.5823012084763572,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2841,False,"{'a': 0.4, 'e': 0.14973112527267338}",25,16,14.174912900774816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2842,False,"{'a': 0.4, 'e': 0.1492367432008806}",30,22,12.029954575493168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2843,False,"{'a': 0.4, 'e': 0.1487423238199028}",20,12,15.76710685407697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2844,False,"{'a': 0.4, 'e': 0.14824786725334482}",20,12,4.729417597007867,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2845,False,"{'a': 0.4, 'e': 0.14775337362482058}",25,5,32.94750339025708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2846,False,"{'a': 0.4, 'e': 0.1472588430579539}",20,13,11.550845123738833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2847,False,"{'a': 0.4, 'e': 0.14676427567637726}",20,0,11.128821888794189,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
2848,False,"{'a': 0.4, 'e': 0.14626967160373244}",20,13,15.999548674830137,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2849,False,"{'a': 0.4, 'e': 0.14577503096367025}",25,16,7.234593470631255,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2850,False,"{'a': 0.4, 'e': 0.14528035387985133}",25,17,-48.19835884035362,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
2851,False,"{'a': 0.4, 'e': 0.1447856404759447}",20,12,-29.54622971670353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2852,False,"{'a': 0.4, 'e': 0.14429089087562866}",35,21,-23.538634375428042,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
2853,False,"{'a': 0.4, 'e': 0.14379610520259048}",25,10,27.559515310196414,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2854,False,"{'a': 0.4, 'e': 0.14330128358052693}",25,15,20.177390893041938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2855,False,"{'a': 0.4, 'e': 0.14280642613314326}",35,17,32.4330410253786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2856,False,"{'a': 0.4, 'e': 0.14231153298415378}",20,6,23.077053941275793,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2857,False,"{'a': 0.4, 'e': 0.1418166042572816}",25,18,13.133704286388472,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2858,False,"{'a': 0.4, 'e': 0.1413216400762593}",25,1,16.340139575235884,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
2859,False,"{'a': 0.4, 'e': 0.14082664056482772}",20,0,37.47409537935847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2860,False,"{'a': 0.4, 'e': 0.1403316058467367}",20,11,3.80888875725845,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2861,False,"{'a': 0.4, 'e': 0.13983653604574478}",25,14,-30.62159626243869,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
2862,False,"{'a': 0.4, 'e': 0.13934143128561977}",20,7,24.854096504208815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2863,False,"{'a': 0.4, 'e': 0.13884629169013768}",20,3,-41.74268359329079,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
2864,False,"{'a': 0.4, 'e': 0.13835111738308337}",20,11,16.321720298241644,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2865,False,"{'a': 0.4, 'e': 0.13785590848825022}",20,9,23.964756966264204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2866,False,"{'a': 0.4, 'e': 0.1373606651294409}",25,9,15.911408414517206,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2867,False,"{'a': 0.4, 'e': 0.136865387430466}",30,11,22.886285082824696,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2868,False,"{'a': 0.4, 'e': 0.13637007551514496}",35,21,21.16512380800219,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2869,False,"{'a': 0.4, 'e': 0.13587472950730553}",20,8,8.952037647972354,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2870,False,"{'a': 0.4, 'e': 0.13537934953078465}",25,18,15.910802024044383,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2871,False,"{'a': 0.4, 'e': 0.1348839357094271}",20,6,4.678505173261513,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2872,False,"{'a': 0.4, 'e': 0.13438848816708632}",20,16,7.7076653549807395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2873,False,"{'a': 0.4, 'e': 0.13389300702762397}",20,11,-0.747067892077083,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2874,False,"{'a': 0.4, 'e': 0.13339749241491078}",25,14,7.975698808288127,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2875,False,"{'a': 0.4, 'e': 0.1329019444528252}",20,15,9.429845214951463,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2876,False,"{'a': 0.4, 'e': 0.13240636326525418}",20,14,8.274059267895366,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2877,False,"{'a': 0.4, 'e': 0.13191074897609284}",20,16,7.609161913623599,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2878,False,"{'a': 0.4, 'e': 0.13141510170924514}",20,9,20.106009502588584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2879,False,"{'a': 0.4, 'e': 0.1309194215886227}",25,13,-22.96486316098476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2880,False,"{'a': 0.4, 'e': 0.13042370873814554}",20,6,13.331236965051636,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2881,False,"{'a': 0.4, 'e': 0.12992796328174167}",20,16,8.770765531695176,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2882,False,"{'a': 0.4, 'e': 0.12943218534334786}",20,6,25.7671684541865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2883,False,"{'a': 0.4, 'e': 0.12893637504690839}",20,10,5.434723982652675,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2884,False,"{'a': 0.4, 'e': 0.12844053251637583}",25,16,20.49085717769194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2885,False,"{'a': 0.4, 'e': 0.1279446578757106}",35,28,14.354319544947614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2886,False,"{'a': 0.4, 'e': 0.12744875124888178}",20,12,13.525687812738466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2887,False,"{'a': 0.4, 'e': 0.1269528127598658}",20,14,11.085921081773884,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2888,False,"{'a': 0.4, 'e': 0.12645684253264733}",20,12,14.436936562353461,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2889,False,"{'a': 0.4, 'e': 0.12596084069121863}",30,13,28.517779268422476,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2890,False,"{'a': 0.4, 'e': 0.12546480735958065}",20,13,13.196628613726268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2891,False,"{'a': 0.4, 'e': 0.12496874266174147}",25,20,11.510122562840916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2892,False,"{'a': 0.4, 'e': 0.12447264672171729}",20,12,14.48414539545637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2893,False,"{'a': 0.4, 'e': 0.12397651966353185}",30,10,38.13727643470233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2894,False,"{'a': 0.4, 'e': 0.12348036161121737}",20,15,7.872887618730279,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2895,False,"{'a': 0.4, 'e': 0.1229841726888131}",20,12,11.675212753191692,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2896,False,"{'a': 0.4, 'e': 0.12248795302036633}",25,17,15.876986224898232,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2897,False,"{'a': 0.4, 'e': 0.12199170272993172}",20,3,-14.169166553478389,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2898,False,"{'a': 0.4, 'e': 0.12149542194157227}",20,7,26.640067320730033,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2899,False,"{'a': 0.4, 'e': 0.12099911077935797}",20,6,23.42108187305624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2900,False,"{'a': 0.4, 'e': 0.1205027693673666}",30,13,31.27533733571635,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2901,False,"{'a': 0.4, 'e': 0.12000639782968331}",30,13,-18.95509628600987,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
2902,False,"{'a': 0.4, 'e': 0.1195099962904014}",25,8,33.318378972715216,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2903,False,"{'a': 0.4, 'e': 0.11901356487362104}",20,12,6.170166582423029,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2904,False,"{'a': 0.4, 'e': 0.11851710370345009}",20,7,19.794998352078892,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
